journal	year	corpus	n_matches	n_articles
Classical Antiquity	1994	homer	15	4
Classical Antiquity	1994	pindar	1	1
Classical Antiquity	1994	stephanus	14	5
Classical Antiquity	1995	ambiguous	44	6
Classical Antiquity	1995	bekker	32	6
Classical Antiquity	1995	homer	81	10
Classical Antiquity	1995	pindar	5	2
Classical Antiquity	1995	stephanus	18	6
Classical Antiquity	1996	ambiguous	51	7
Classical Antiquity	1996	bekker	17	4
Classical Antiquity	1996	homer	27	8
Classical Antiquity	1996	pindar	20	2
Classical Antiquity	1996	stephanus	24	8
Classical Antiquity	1997	ambiguous	30	5
Classical Antiquity	1997	bekker	67	10
Classical Antiquity	1997	homer	35	7
Classical Antiquity	1997	pindar	4	2
Classical Antiquity	1997	stephanus	16	5
Classical Antiquity	1998	ambiguous	47	9
Classical Antiquity	1998	bekker	22	8
Classical Antiquity	1998	homer	127	6
Classical Antiquity	1998	nt	2	1
Classical Antiquity	1998	pindar	19	3
Classical Antiquity	1998	stephanus	45	10
Classical Antiquity	1999	ambiguous	34	7
Classical Antiquity	1999	bekker	86	8
Classical Antiquity	1999	homer	57	5
Classical Antiquity	1999	pindar	1	1
Classical Antiquity	1999	stephanus	33	8
Classical Antiquity	2000	ambiguous	82	10
Classical Antiquity	2000	bekker	112	9
Classical Antiquity	2000	homer	11	5
Classical Antiquity	2000	stephanus	84	9
Classical Antiquity	2001	ambiguous	57	6
Classical Antiquity	2001	bekker	105	5
Classical Antiquity	2001	homer	20	3
Classical Antiquity	2001	pindar	5	2
Classical Antiquity	2001	stephanus	60	5
Classical Antiquity	2002	ambiguous	127	7
Classical Antiquity	2002	bekker	172	8
Classical Antiquity	2002	homer	39	5
Classical Antiquity	2002	pindar	2	2
Classical Antiquity	2002	stephanus	113	6
Classical Antiquity	2003	ambiguous	16	6
Classical Antiquity	2003	bekker	35	3
Classical Antiquity	2003	homer	49	4
Classical Antiquity	2003	stephanus	8	4
Classical Antiquity	2004	ambiguous	55	8
Classical Antiquity	2004	bekker	79	5
Classical Antiquity	2004	homer	212	6
Classical Antiquity	2004	pindar	6	3
Classical Antiquity	2004	stephanus	11	5
Classical Antiquity	2005	ambiguous	52	8
Classical Antiquity	2005	bekker	99	9
Classical Antiquity	2005	homer	17	3
Classical Antiquity	2005	pindar	5	1
Classical Antiquity	2005	stephanus	15	5
Classical Antiquity	2006	ambiguous	34	9
Classical Antiquity	2006	bekker	96	8
Classical Antiquity	2006	homer	42	7
Classical Antiquity	2006	pindar	4	2
Classical Antiquity	2006	stephanus	13	6
Classical Antiquity	2007	ambiguous	37	8
Classical Antiquity	2007	bekker	116	7
Classical Antiquity	2007	homer	17	4
Classical Antiquity	2007	pindar	3	2
Classical Antiquity	2007	stephanus	39	8
Classical Antiquity	2008	ambiguous	34	7
Classical Antiquity	2008	bekker	33	7
Classical Antiquity	2008	homer	32	6
Classical Antiquity	2008	pindar	3	1
Classical Antiquity	2008	stephanus	51	9
Classical Antiquity	2009	ambiguous	54	7
Classical Antiquity	2009	bekker	159	9
Classical Antiquity	2009	homer	54	8
Classical Antiquity	2009	pindar	23	5
Classical Antiquity	2009	stephanus	53	8
Classical Antiquity	2010	ambiguous	84	7
Classical Antiquity	2010	bekker	132	9
Classical Antiquity	2010	homer	6	4
Classical Antiquity	2010	stephanus	89	6
Classical Antiquity	2011	ambiguous	48	8
Classical Antiquity	2011	bekker	189	7
Classical Antiquity	2011	homer	17	3
Classical Antiquity	2011	pindar	2	1
Classical Antiquity	2011	stephanus	28	6
Classical Antiquity	2012	ambiguous	38	7
Classical Antiquity	2012	bekker	177	10
Classical Antiquity	2012	homer	145	6
Classical Antiquity	2012	pindar	2	1
Classical Antiquity	2012	stephanus	47	7
Classical Antiquity	2013	ambiguous	137	9
Classical Antiquity	2013	bekker	126	10
Classical Antiquity	2013	homer	120	7
Classical Antiquity	2013	pindar	22	4
Classical Antiquity	2013	stephanus	99	9
Classical Antiquity	2014	ambiguous	28	6
Classical Antiquity	2014	bekker	56	9
Classical Antiquity	2014	homer	14	2
Classical Antiquity	2014	stephanus	10	5
Classical Antiquity	2015	ambiguous	52	9
Classical Antiquity	2015	bekker	88	8
Classical Antiquity	2015	homer	33	5
Classical Antiquity	2015	pindar	7	4
Classical Antiquity	2015	stephanus	40	9
Classical Antiquity	2016	ambiguous	154	8
Classical Antiquity	2016	bekker	70	7
Classical Antiquity	2016	homer	74	7
Classical Antiquity	2016	pindar	3	2
Classical Antiquity	2016	stephanus	33	3
Classical Antiquity	2017	ambiguous	62	6
Classical Antiquity	2017	bekker	226	8
Classical Antiquity	2017	homer	41	4
Classical Antiquity	2017	pindar	7	3
Classical Antiquity	2017	stephanus	53	6
Classical Antiquity	2018	ambiguous	36	9
Classical Antiquity	2018	bekker	176	9
Classical Antiquity	2018	homer	104	4
Classical Antiquity	2018	pindar	4	3
Classical Antiquity	2018	stephanus	24	9
Classical Antiquity	2019	ambiguous	81	8
Classical Antiquity	2019	bekker	99	9
Classical Antiquity	2019	homer	9	2
Classical Antiquity	2019	pindar	9	1
Classical Antiquity	2019	stephanus	32	5
Classical Antiquity	2020	ambiguous	132	8
Classical Antiquity	2020	bekker	131	8
Classical Antiquity	2020	homer	117	5
Classical Antiquity	2020	pindar	1	1
Classical Antiquity	2020	stephanus	34	5
Classical Antiquity	2021	ambiguous	24	8
Classical Antiquity	2021	bekker	65	8
Classical Antiquity	2021	homer	36	5
Classical Antiquity	2021	pindar	4	3
Classical Antiquity	2021	stephanus	9	5
Classical Antiquity	2022	ambiguous	31	5
Classical Antiquity	2022	bekker	64	5
Classical Antiquity	2022	homer	63	5
Classical Antiquity	2022	pindar	3	3
Classical Antiquity	2022	stephanus	24	4
Classical Philology	1906	ambiguous	143	9
Classical Philology	1906	bekker	73	3
Classical Philology	1906	homer	2	2
Classical Philology	1906	stephanus	2	2
Classical Philology	1907	ambiguous	6	4
Classical Philology	1907	bekker	4	2
Classical Philology	1907	homer	1	1
Classical Philology	1907	stephanus	15	9
Classical Philology	1908	ambiguous	25	11
Classical Philology	1908	bekker	5	1
Classical Philology	1908	homer	1	1
Classical Philology	1908	stephanus	20	8
Classical Philology	1909	ambiguous	108	14
Classical Philology	1909	bekker	5	2
Classical Philology	1909	nt	1	1
Classical Philology	1909	stephanus	26	9
Classical Philology	1910	ambiguous	52	15
Classical Philology	1910	bekker	3	2
Classical Philology	1910	nt	3	3
Classical Philology	1910	stephanus	46	11
Classical Philology	1911	ambiguous	44	15
Classical Philology	1911	bekker	8	6
Classical Philology	1911	homer	4	1
Classical Philology	1911	nt	2	2
Classical Philology	1911	stephanus	30	12
Classical Philology	1912	ambiguous	55	14
Classical Philology	1912	bekker	6	4
Classical Philology	1912	homer	1	1
Classical Philology	1912	stephanus	26	13
Classical Philology	1913	ambiguous	42	14
Classical Philology	1913	bekker	7	3
Classical Philology	1913	homer	1	1
Classical Philology	1913	nt	1	1
Classical Philology	1913	stephanus	18	13
Classical Philology	1914	ambiguous	298	14
Classical Philology	1914	bekker	19	3
Classical Philology	1914	homer	1	1
Classical Philology	1914	nt	1	1
Classical Philology	1914	stephanus	384	10
Classical Philology	1915	ambiguous	395	20
Classical Philology	1915	bekker	3	3
Classical Philology	1915	stephanus	38	14
Classical Philology	1916	ambiguous	53	14
Classical Philology	1916	bekker	18	6
Classical Philology	1916	stephanus	14	8
Classical Philology	1917	ambiguous	28	18
Classical Philology	1917	bekker	9	4
Classical Philology	1917	homer	1	1
Classical Philology	1917	stephanus	50	14
Classical Philology	1918	ambiguous	8	5
Classical Philology	1918	bekker	17	2
Classical Philology	1918	nt	1	1
Classical Philology	1918	stephanus	13	4
Classical Philology	1919	ambiguous	28	8
Classical Philology	1919	bekker	1	1
Classical Philology	1919	nt	9	2
Classical Philology	1919	stephanus	29	6
Classical Philology	1920	ambiguous	17	10
Classical Philology	1920	bekker	1	1
Classical Philology	1920	homer	1	1
Classical Philology	1920	stephanus	8	6
Classical Philology	1921	ambiguous	30	11
Classical Philology	1921	bekker	4	2
Classical Philology	1921	homer	2	2
Classical Philology	1921	stephanus	19	12
Classical Philology	1922	ambiguous	30	11
Classical Philology	1922	stephanus	21	9
Classical Philology	1923	ambiguous	16	10
Classical Philology	1923	bekker	3	3
Classical Philology	1923	homer	3	3
Classical Philology	1923	stephanus	10	7
Classical Philology	1924	ambiguous	33	11
Classical Philology	1924	bekker	32	4
Classical Philology	1924	homer	1	1
Classical Philology	1924	stephanus	35	10
Classical Philology	1925	ambiguous	46	21
Classical Philology	1925	bekker	7	2
Classical Philology	1925	stephanus	38	11
Classical Philology	1926	ambiguous	39	16
Classical Philology	1926	bekker	14	7
Classical Philology	1926	nt	1	1
Classical Philology	1926	stephanus	68	19
Classical Philology	1927	ambiguous	33	15
Classical Philology	1927	bekker	3	1
Classical Philology	1927	homer	1	1
Classical Philology	1927	stephanus	17	11
Classical Philology	1928	ambiguous	120	14
Classical Philology	1928	bekker	3	3
Classical Philology	1928	homer	1	1
Classical Philology	1928	stephanus	146	13
Classical Philology	1929	ambiguous	44	11
Classical Philology	1929	bekker	6	4
Classical Philology	1929	nt	3	1
Classical Philology	1929	stephanus	55	8
Classical Philology	1930	ambiguous	42	9
Classical Philology	1930	bekker	5	4
Classical Philology	1930	nt	2	2
Classical Philology	1930	stephanus	55	13
Classical Philology	1931	ambiguous	65	16
Classical Philology	1931	bekker	3	2
Classical Philology	1931	stephanus	40	8
Classical Philology	1932	ambiguous	44	10
Classical Philology	1932	bekker	9	4
Classical Philology	1932	nt	1	1
Classical Philology	1932	stephanus	41	6
Classical Philology	1933	ambiguous	22	13
Classical Philology	1933	bekker	3	3
Classical Philology	1933	homer	1	1
Classical Philology	1933	nt	1	1
Classical Philology	1933	stephanus	9	7
Classical Philology	1934	ambiguous	14	5
Classical Philology	1934	bekker	7	3
Classical Philology	1934	nt	3	2
Classical Philology	1934	stephanus	6	4
Classical Philology	1935	ambiguous	32	11
Classical Philology	1935	bekker	20	2
Classical Philology	1935	stephanus	42	8
Classical Philology	1936	ambiguous	26	11
Classical Philology	1936	bekker	6	2
Classical Philology	1936	stephanus	23	10
Classical Philology	1937	ambiguous	53	15
Classical Philology	1937	bekker	9	4
Classical Philology	1937	nt	3	1
Classical Philology	1937	stephanus	14	6
Classical Philology	1938	ambiguous	29	6
Classical Philology	1938	bekker	6	2
Classical Philology	1938	homer	2	2
Classical Philology	1938	nt	1	1
Classical Philology	1938	stephanus	37	10
Classical Philology	1939	ambiguous	114	15
Classical Philology	1939	bekker	5	2
Classical Philology	1939	stephanus	107	8
Classical Philology	1940	ambiguous	186	18
Classical Philology	1940	bekker	5	2
Classical Philology	1940	homer	1	1
Classical Philology	1940	nt	7	2
Classical Philology	1940	stephanus	233	14
Classical Philology	1941	ambiguous	37	17
Classical Philology	1941	bekker	3	3
Classical Philology	1941	stephanus	25	8
Classical Philology	1942	ambiguous	52	16
Classical Philology	1942	bekker	14	3
Classical Philology	1942	stephanus	44	13
Classical Philology	1943	ambiguous	33	14
Classical Philology	1943	bekker	6	3
Classical Philology	1943	homer	1	1
Classical Philology	1943	nt	11	5
Classical Philology	1943	pindar	1	1
Classical Philology	1943	stephanus	5	4
Classical Philology	1944	ambiguous	54	10
Classical Philology	1944	bekker	6	5
Classical Philology	1944	nt	2	1
Classical Philology	1944	stephanus	43	5
Classical Philology	1945	ambiguous	24	8
Classical Philology	1945	bekker	3	2
Classical Philology	1945	nt	3	2
Classical Philology	1945	stephanus	2	2
Classical Philology	1946	ambiguous	36	9
Classical Philology	1946	bekker	44	3
Classical Philology	1946	nt	3	1
Classical Philology	1946	stephanus	11	5
Classical Philology	1947	ambiguous	150	13
Classical Philology	1947	bekker	102	2
Classical Philology	1947	homer	1	1
Classical Philology	1947	pindar	1	1
Classical Philology	1947	stephanus	12	7
Classical Philology	1948	ambiguous	27	10
Classical Philology	1948	bekker	5	3
Classical Philology	1948	homer	2	1
Classical Philology	1948	nt	4	2
Classical Philology	1948	stephanus	9	6
Classical Philology	1949	ambiguous	27	12
Classical Philology	1949	stephanus	21	9
Classical Philology	1950	ambiguous	20	12
Classical Philology	1950	bekker	3	2
Classical Philology	1950	stephanus	13	10
Classical Philology	1951	ambiguous	176	11
Classical Philology	1951	bekker	9	2
Classical Philology	1951	homer	2	1
Classical Philology	1951	stephanus	191	7
Classical Philology	1952	ambiguous	21	13
Classical Philology	1952	bekker	5	3
Classical Philology	1952	homer	2	2
Classical Philology	1952	pindar	1	1
Classical Philology	1952	stephanus	7	6
Classical Philology	1953	ambiguous	13	10
Classical Philology	1953	bekker	8	6
Classical Philology	1953	homer	1	1
Classical Philology	1953	nt	1	1
Classical Philology	1953	stephanus	6	5
Classical Philology	1954	ambiguous	6	5
Classical Philology	1954	bekker	23	4
Classical Philology	1954	stephanus	5	5
Classical Philology	1955	ambiguous	45	16
Classical Philology	1955	bekker	12	4
Classical Philology	1955	nt	1	1
Classical Philology	1955	stephanus	3	3
Classical Philology	1956	ambiguous	17	9
Classical Philology	1956	bekker	3	1
Classical Philology	1956	nt	1	1
Classical Philology	1956	stephanus	8	5
Classical Philology	1957	ambiguous	137	17
Classical Philology	1957	bekker	10	4
Classical Philology	1957	nt	1	1
Classical Philology	1957	stephanus	106	11
Classical Philology	1958	ambiguous	112	10
Classical Philology	1958	bekker	15	6
Classical Philology	1958	homer	1	1
Classical Philology	1958	nt	1	1
Classical Philology	1958	stephanus	121	11
Classical Philology	1959	ambiguous	42	17
Classical Philology	1959	bekker	7	2
Classical Philology	1959	stephanus	29	15
Classical Philology	1960	ambiguous	164	21
Classical Philology	1960	bekker	51	7
Classical Philology	1960	stephanus	23	12
Classical Philology	1961	ambiguous	51	18
Classical Philology	1961	bekker	64	7
Classical Philology	1961	nt	1	1
Classical Philology	1961	stephanus	41	13
Classical Philology	1962	ambiguous	39	18
Classical Philology	1962	bekker	40	6
Classical Philology	1962	stephanus	41	14
Classical Philology	1963	ambiguous	97	18
Classical Philology	1963	bekker	4	3
Classical Philology	1963	homer	1	1
Classical Philology	1963	stephanus	56	14
Classical Philology	1964	ambiguous	38	16
Classical Philology	1964	bekker	2	2
Classical Philology	1964	homer	1	1
Classical Philology	1964	stephanus	21	7
Classical Philology	1965	ambiguous	48	16
Classical Philology	1965	bekker	11	4
Classical Philology	1965	homer	1	1
Classical Philology	1965	nt	2	2
Classical Philology	1965	stephanus	30	9
Classical Philology	1966	ambiguous	44	12
Classical Philology	1966	bekker	11	6
Classical Philology	1966	homer	2	1
Classical Philology	1966	stephanus	29	14
Classical Philology	1967	ambiguous	71	18
Classical Philology	1967	bekker	20	8
Classical Philology	1967	stephanus	15	5
Classical Philology	1968	ambiguous	103	16
Classical Philology	1968	bekker	26	7
Classical Philology	1968	stephanus	116	9
Classical Philology	1969	ambiguous	70	18
Classical Philology	1969	bekker	11	8
Classical Philology	1969	nt	1	1
Classical Philology	1969	pindar	1	1
Classical Philology	1969	stephanus	41	13
Classical Philology	1970	ambiguous	46	15
Classical Philology	1970	bekker	21	8
Classical Philology	1970	stephanus	27	10
Classical Philology	1971	ambiguous	31	13
Classical Philology	1971	bekker	14	6
Classical Philology	1971	pindar	1	1
Classical Philology	1971	stephanus	20	8
Classical Philology	1972	ambiguous	98	17
Classical Philology	1972	bekker	13	3
Classical Philology	1972	stephanus	82	15
Classical Philology	1973	ambiguous	78	10
Classical Philology	1973	bekker	18	6
Classical Philology	1973	homer	1	1
Classical Philology	1973	stephanus	28	7
Classical Philology	1974	ambiguous	128	21
Classical Philology	1974	bekker	16	6
Classical Philology	1974	stephanus	60	19
Classical Philology	1975	ambiguous	70	14
Classical Philology	1975	bekker	13	7
Classical Philology	1975	stephanus	26	10
Classical Philology	1976	ambiguous	38	15
Classical Philology	1976	bekker	24	4
Classical Philology	1976	stephanus	20	6
Classical Philology	1977	ambiguous	157	13
Classical Philology	1977	bekker	37	10
Classical Philology	1977	nt	9	1
Classical Philology	1977	stephanus	195	12
Classical Philology	1978	ambiguous	89	14
Classical Philology	1978	bekker	83	6
Classical Philology	1978	homer	3	2
Classical Philology	1978	stephanus	99	16
Classical Philology	1979	ambiguous	41	15
Classical Philology	1979	bekker	69	7
Classical Philology	1979	homer	1	1
Classical Philology	1979	stephanus	31	11
Classical Philology	1980	ambiguous	83	19
Classical Philology	1980	bekker	12	5
Classical Philology	1980	stephanus	63	9
Classical Philology	1981	ambiguous	138	16
Classical Philology	1981	bekker	5	3
Classical Philology	1981	homer	2	1
Classical Philology	1981	nt	3	1
Classical Philology	1981	stephanus	23	10
Classical Philology	1982	ambiguous	148	16
Classical Philology	1982	bekker	39	7
Classical Philology	1982	stephanus	28	9
Classical Philology	1983	ambiguous	50	13
Classical Philology	1983	bekker	44	8
Classical Philology	1983	homer	2	2
Classical Philology	1983	stephanus	19	9
Classical Philology	1984	ambiguous	159	15
Classical Philology	1984	bekker	51	9
Classical Philology	1984	stephanus	33	11
Classical Philology	1985	ambiguous	86	19
Classical Philology	1985	bekker	23	6
Classical Philology	1985	homer	1	1
Classical Philology	1985	pindar	2	1
Classical Philology	1985	stephanus	44	14
Classical Philology	1986	ambiguous	47	12
Classical Philology	1986	bekker	21	5
Classical Philology	1986	stephanus	44	11
Classical Philology	1987	ambiguous	49	14
Classical Philology	1987	bekker	17	3
Classical Philology	1987	homer	1	1
Classical Philology	1987	nt	1	1
Classical Philology	1987	stephanus	16	7
Classical Philology	1988	ambiguous	44	12
Classical Philology	1988	bekker	46	6
Classical Philology	1988	homer	3	3
Classical Philology	1988	stephanus	29	9
Classical Philology	1989	ambiguous	62	14
Classical Philology	1989	bekker	28	4
Classical Philology	1989	homer	3	3
Classical Philology	1989	stephanus	21	11
Classical Philology	1990	ambiguous	41	11
Classical Philology	1990	bekker	8	5
Classical Philology	1990	stephanus	26	10
Classical Philology	1991	ambiguous	68	18
Classical Philology	1991	bekker	9	8
Classical Philology	1991	stephanus	33	9
Classical Philology	1992	ambiguous	114	16
Classical Philology	1992	bekker	41	9
Classical Philology	1992	homer	54	12
Classical Philology	1992	pindar	23	3
Classical Philology	1992	stephanus	104	13
Classical Philology	1993	ambiguous	239	16
Classical Philology	1993	bekker	8	3
Classical Philology	1993	homer	11	5
Classical Philology	1993	pindar	34	4
Classical Philology	1993	stephanus	271	11
Classical Philology	1994	ambiguous	63	15
Classical Philology	1994	bekker	6	4
Classical Philology	1994	homer	288	11
Classical Philology	1994	pindar	39	4
Classical Philology	1994	stephanus	7	5
Classical Philology	1995	ambiguous	98	14
Classical Philology	1995	bekker	33	6
Classical Philology	1995	homer	20	7
Classical Philology	1995	pindar	8	2
Classical Philology	1995	stephanus	80	7
Classical Philology	1996	ambiguous	182	14
Classical Philology	1996	bekker	74	11
Classical Philology	1996	homer	9	7
Classical Philology	1996	pindar	2	2
Classical Philology	1996	stephanus	53	14
Classical Philology	1997	ambiguous	83	15
Classical Philology	1997	bekker	19	4
Classical Philology	1997	homer	95	6
Classical Philology	1997	pindar	14	6
Classical Philology	1997	stephanus	83	13
Classical Philology	1998	ambiguous	75	12
Classical Philology	1998	bekker	41	7
Classical Philology	1998	homer	17	6
Classical Philology	1998	pindar	2	2
Classical Philology	1998	stephanus	92	12
Classical Philology	1999	ambiguous	50	18
Classical Philology	1999	bekker	39	10
Classical Philology	1999	homer	31	10
